Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.211125,,Insert,46827307,0,A,1000,37616,G,
0.211297,,Insert,46827323,0,A,1000,37616,G,
0.214292,,Insert,46827619,0,B,1000,37612,G,
0.215153,,Cancel,46823127,,,-4000,,,
0.215153,,Insert,46827703,0,B,4000,37611,G,
0.215161,,Cancel,46823691,,,-3000,,,
0.215164,,Insert,46827711,0,A,3000,37616,G,
0.215168,,Insert,46827719,0,A,4000,37616,G,
0.21519,,Cancel,46819575,,,-1000,,,
0.215211,,Cancel,46827619,,,-1000,,,
0.215231,,Cancel,46827711,,,-3000,,,
0.215657,,Insert,46827799,0,A,8000,37616,G,
0.215658,,Insert,46827803,0,A,8000,37616,G,
0.215826,,Insert,46827827,0,A,1000,37616,G,
0.215851,,Cancel,46823455,,,-3000,,,
0.215909,,Cancel,46823451,,,-3000,,,
0.215976,,Cancel,46825459,,,-1000,,,
0.215976,,Insert,46827851,0,B,1000,34928,G,
0.216334,,Insert,46827919,0,A,3000,37637,G,
0.217018,,Cancel,46819135,,,-1000,,,
0.218092,,Insert,46828027,0,B,4000,37612,G,
0.21812,,Cancel,46828027,,,-4000,,,
0.219685,,Insert,1267678,0,A,1000,37614,F,
0.219685,,Insert,1267679,0,A,90,37614,F,
0.219685,,Insert,1267680,0,A,90,37614,F,
0.219685,,Insert,1267681,0,A,90,37614,F,
