Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
561.75,,Insert,4496,1,B,9,101,G,
561.75,Random player,Trade,4494,1,A,9,101,,-18
561.75,Random player,Hedge,4494,0,B,9,100.0,,
561.75,,Insert,4497,1,A,9,99,G,
561.75,Random player,Trade,4493,1,B,9,100,,-18
561.75,Random player,Hedge,4493,0,A,9,100.0,,
562.0,Extorter,Cancel,4493,,,-10,,,
562.0,Random player,Cancel,4493,,,-1,,,
562.0,Random player,Cancel,4494,,,-1,,,
562.0,Extorter,Insert,4495,1,B,10,100,G,
562.0,Extorter,Insert,4496,1,A,10,101,G,
562.0,Random player,Insert,4495,1,B,10,99,G,
562.0,Random player,Insert,4496,1,A,10,101,G,
562.0,,Insert,4498,1,B,9,101,G,
562.0,Extorter,Trade,4496,1,A,9,101,,-18
562.0,Extorter,Hedge,4496,0,B,9,100.0,,
562.0,,Insert,4499,1,A,9,99,G,
562.0,Extorter,Trade,4495,1,B,9,100,,-18
562.0,Extorter,Hedge,4495,0,A,9,100.0,,
562.25,,Insert,4500,1,B,9,101,G,
562.25,Extorter,Trade,4496,1,A,1,101,,-2
562.25,Extorter,Hedge,4496,0,B,1,100.0,,
562.25,Random player,Trade,4496,1,A,8,101,,-16
562.25,Random player,Hedge,4496,0,B,8,100.0,,
562.25,,Insert,4501,1,A,9,99,G,
562.25,Extorter,Trade,4495,1,B,1,100,,-2
562.25,Extorter,Hedge,4495,0,A,1,100.0,,
562.25,Random player,Trade,4495,1,B,8,99,,-16
562.25,Random player,Hedge,4495,0,A,8,100.0,,
562.266,Random player,Cancel,4495,,,-2,,,
562.266,Random player,Cancel,4496,,,-2,,,
562.266,Extorter,Insert,4497,1,B,10,99,G,
562.266,Extorter,Insert,4498,1,A,10,101,G,
562.266,Random player,Insert,4497,1,B,10,99,G,
562.266,Random player,Insert,4498,1,A,10,101,G,
562.5,Random player,Cancel,4497,,,-10,,,
562.5,Random player,Cancel,4498,,,-10,,,
562.5,Extorter,Cancel,4497,,,-10,,,
562.5,Extorter,Cancel,4498,,,-10,,,
562.5,Extorter,Insert,4499,1,B,10,99,G,
562.5,Extorter,Insert,4500,1,A,10,100,G,
562.5,Random player,Insert,4499,1,B,10,99,G,
562.5,Random player,Insert,4500,1,A,10,101,G,
562.5,,Insert,4502,1,B,9,101,G,
562.5,Extorter,Trade,4500,1,A,9,100,,-18
562.5,Extorter,Hedge,4500,0,B,9,100.0,,
562.5,,Insert,4503,1,A,9,99,G,
562.5,Extorter,Trade,4499,1,B,9,99,,-18
562.5,Extorter,Hedge,4499,0,A,9,100.0,,
562.75,,Insert,4504,1,B,9,101,G,
562.75,Extorter,Trade,4500,1,A,1,100,,-2
562.75,Extorter,Hedge,4500,0,B,1,100.0,,
562.75,Random player,Trade,4500,1,A,8,101,,-16
562.75,Random player,Hedge,4500,0,B,8,100.0,,
562.75,,Insert,4505,1,A,9,99,G,
562.75,Extorter,Trade,4499,1,B,1,99,,-2
562.75,Extorter,Hedge,4499,0,A,1,100.0,,
562.75,Random player,Trade,4499,1,B,8,99,,-16
562.75,Random player,Hedge,4499,0,A,8,100.0,,
562.766,Random player,Cancel,4499,,,-2,,,
562.766,Random player,Cancel,4500,,,-2,,,
562.766,Extorter,Insert,4501,1,B,10,99,G,
562.766,Extorter,Insert,4502,1,A,10,101,G,
562.766,Random player,Insert,4501,1,B,10,99,G,
562.766,Random player,Insert,4502,1,A,10,101,G,
563.0,Extorter,Cancel,4501,,,-10,,,
563.0,Extorter,Cancel,4502,,,-10,,,
563.0,Random player,Cancel,4501,,,-10,,,
563.0,Random player,Cancel,4502,,,-10,,,
563.0,Extorter,Insert,4503,1,B,10,100,G,
563.0,Extorter,Insert,4504,1,A,10,101,G,
563.0,Random player,Insert,4503,1,B,10,99,G,
563.0,Random player,Insert,4504,1,A,10,100,G,
563.0,Extorter,Trade,4503,1,B,10,100,,-20
563.0,Extorter,Hedge,4503,0,A,10,100.0,,
563.0,Random player,Trade,4504,1,A,10,100,,40
563.0,Random player,Hedge,4504,0,B,10,100.0,,
563.0,,Insert,4506,1,B,9,101,G,
563.0,Extorter,Trade,4504,1,A,9,101,,-18
563.0,Extorter,Hedge,4504,0,B,9,100.0,,
563.0,,Insert,4507,1,A,9,99,G,
563.0,Random player,Trade,4503,1,B,9,99,,-18
563.0,Random player,Hedge,4503,0,A,9,100.0,,
563.25,,Insert,4508,1,B,9,101,G,
563.25,Extorter,Trade,4504,1,A,1,101,,-2
563.25,Extorter,Hedge,4504,0,B,1,100.0,,
563.25,,Insert,4509,1,A,9,99,G,
563.25,Random player,Trade,4503,1,B,1,99,,-2
563.25,Random player,Hedge,4503,0,A,1,100.0,,
563.266,Extorter,Insert,4505,1,B,10,99,G,
563.266,Extorter,Insert,4506,1,A,10,101,G,
563.266,Random player,Insert,4505,1,B,10,100,G,
563.266,Random player,Insert,4506,1,A,10,101,G,
563.5,Random player,Cancel,4505,,,-10,,,
563.5,Random player,Cancel,4506,,,-10,,,
563.5,Extorter,Cancel,4505,,,-10,,,
563.5,Extorter,Cancel,4506,,,-10,,,
563.5,Extorter,Insert,4507,1,B,10,99,G,
563.5,Random player,Insert,4507,1,B,10,99,G,
563.5,Random player,Insert,4508,1,A,10,101,G,
563.5,Extorter,Insert,4508,1,A,10,100,G,
563.5,,Insert,4510,1,B,9,101,G,
563.5,Extorter,Trade,4508,1,A,9,100,,-18
563.5,Extorter,Hedge,4508,0,B,9,100.0,,
563.5,,Insert,4511,1,A,9,99,G,
563.5,Extorter,Trade,4507,1,B,9,99,,-18
563.5,Extorter,Hedge,4507,0,A,9,100.0,,
563.75,,Insert,4512,1,B,9,101,G,
563.75,Extorter,Trade,4508,1,A,1,100,,-2
563.75,Extorter,Hedge,4508,0,B,1,100.0,,
563.75,Random player,Trade,4508,1,A,8,101,,-16
563.75,Random player,Hedge,4508,0,B,8,100.0,,
563.75,,Insert,4513,1,A,9,99,G,
563.75,Extorter,Trade,4507,1,B,1,99,,-2
563.75,Extorter,Hedge,4507,0,A,1,100.0,,
563.75,Random player,Trade,4507,1,B,8,99,,-16
563.75,Random player,Hedge,4507,0,A,8,100.0,,
563.766,Random player,Cancel,4507,,,-2,,,
563.766,Random player,Cancel,4508,,,-2,,,
563.766,Extorter,Insert,4509,1,B,10,99,G,
563.766,Extorter,Insert,4510,1,A,10,101,G,
563.766,Random player,Insert,4509,1,B,10,99,G,
563.766,Random player,Insert,4510,1,A,10,100,G,
564.0,Random player,Cancel,4509,,,-10,,,
564.0,Random player,Cancel,4510,,,-10,,,
564.0,Extorter,Cancel,4509,,,-10,,,
564.0,Extorter,Cancel,4510,,,-10,,,
564.0,Extorter,Insert,4511,1,B,10,100,G,
564.0,Extorter,Insert,4512,1,A,10,101,G,
564.0,Random player,Insert,4511,1,B,10,100,G,
564.0,Random player,Insert,4512,1,A,10,101,G,
564.0,,Insert,4514,1,B,9,101,G,
564.0,Extorter,Trade,4512,1,A,9,101,,-18
564.0,Extorter,Hedge,4512,0,B,9,100.0,,
564.0,,Insert,4515,1,A,9,99,G,
564.0,Extorter,Trade,4511,1,B,9,100,,-18
564.0,Extorter,Hedge,4511,0,A,9,100.0,,
564.25,,Insert,4516,1,B,9,101,G,
564.25,Extorter,Trade,4512,1,A,1,101,,-2
564.25,Extorter,Hedge,4512,0,B,1,100.0,,
564.25,Random player,Trade,4512,1,A,8,101,,-16
564.25,Random player,Hedge,4512,0,B,8,100.0,,
564.25,,Insert,4517,1,A,9,99,G,
564.25,Extorter,Trade,4511,1,B,1,100,,-2
564.25,Extorter,Hedge,4511,0,A,1,100.0,,
564.25,Random player,Trade,4511,1,B,8,100,,-16
564.25,Random player,Hedge,4511,0,A,8,100.0,,
564.266,Random player,Cancel,4511,,,-2,,,
564.266,Random player,Cancel,4512,,,-2,,,
564.266,Extorter,Insert,4513,1,B,10,99,G,
564.266,Random player,Insert,4513,1,B,10,100,G,
564.266,Random player,Insert,4514,1,A,10,101,G,
564.266,Extorter,Insert,4514,1,A,10,101,G,
564.5,Extorter,Cancel,4513,,,-10,,,
564.5,Extorter,Cancel,4514,,,-10,,,
564.5,Random player,Cancel,4513,,,-10,,,
564.5,Random player,Cancel,4514,,,-10,,,
564.5,Extorter,Insert,4515,1,B,10,99,G,
564.5,Extorter,Insert,4516,1,A,10,100,G,
564.5,Random player,Insert,4515,1,B,10,99,G,
564.5,Random player,Insert,4516,1,A,10,101,G,
564.5,,Insert,4518,1,B,9,101,G,
564.5,Extorter,Trade,4516,1,A,9,100,,-18
564.5,Extorter,Hedge,4516,0,B,9,100.0,,
564.5,,Insert,4519,1,A,9,99,G,
564.5,Extorter,Trade,4515,1,B,9,99,,-18
564.5,Extorter,Hedge,4515,0,A,9,100.0,,
564.75,Extorter,Cancel,4515,,,-1,,,
564.75,Extorter,Cancel,4516,,,-1,,,
564.75,Random player,Cancel,4515,,,-10,,,
564.75,Random player,Cancel,4516,,,-10,,,
564.75,Extorter,Insert,4517,1,B,10,99,G,
564.75,Extorter,Insert,4518,1,A,10,101,G,
564.75,Random player,Insert,4517,1,B,10,100,G,
564.75,Random player,Insert,4518,1,A,10,101,G,
564.75,,Insert,4520,1,B,9,101,G,
564.75,Extorter,Trade,4518,1,A,9,101,,-18
564.75,Extorter,Hedge,4518,0,B,9,100.0,,
564.75,,Insert,4521,1,A,9,99,G,
564.75,Random player,Trade,4517,1,B,9,100,,-18
564.75,Random player,Hedge,4517,0,A,9,100.0,,
565.0,,Insert,4522,1,B,9,101,G,
565.0,Extorter,Trade,4518,1,A,1,101,,-2
565.0,Extorter,Hedge,4518,0,B,1,100.0,,
565.0,Random player,Trade,4518,1,A,8,101,,-16
565.0,Random player,Hedge,4518,0,B,8,100.0,,
565.0,,Insert,4523,1,A,9,99,G,
565.0,Random player,Trade,4517,1,B,1,100,,-2
565.0,Random player,Hedge,4517,0,A,1,100.0,,
565.0,Extorter,Trade,4517,1,B,8,99,,-16
565.0,Extorter,Hedge,4517,0,A,8,100.0,,
565.016,Extorter,Cancel,4517,,,-2,,,
565.016,Random player,Cancel,4518,,,-2,,,
565.016,Extorter,Insert,4519,1,B,10,99,G,
565.016,Extorter,Insert,4520,1,A,10,100,G,
565.016,Random player,Insert,4519,1,B,10,99,G,
565.016,Random player,Insert,4520,1,A,10,100,G,
565.25,Extorter,Cancel,4519,,,-10,,,
565.25,Extorter,Cancel,4520,,,-10,,,
565.25,Extorter,Insert,4521,1,B,10,99,G,
565.25,Random player,Cancel,4519,,,-10,,,
565.25,Random player,Cancel,4520,,,-10,,,
565.25,Random player,Insert,4521,1,B,10,99,G,
565.25,Random player,Insert,4522,1,A,10,100,G,
565.25,Extorter,Insert,4522,1,A,10,100,G,
565.25,,Insert,4524,1,B,9,101,G,
565.25,Random player,Trade,4522,1,A,9,100,,-18
565.25,Random player,Hedge,4522,0,B,9,100.0,,
565.25,,Insert,4525,1,A,9,99,G,
565.25,Extorter,Trade,4521,1,B,9,99,,-18
565.25,Extorter,Hedge,4521,0,A,9,100.0,,
565.5,Extorter,Cancel,4521,,,-1,,,
565.5,Extorter,Cancel,4522,,,-10,,,
565.5,Extorter,Insert,4523,1,B,10,99,G,
565.5,Extorter,Insert,4524,1,A,10,101,G,
565.5,Random player,Cancel,4521,,,-10,,,
565.5,Random player,Cancel,4522,,,-1,,,
565.5,Random player,Insert,4523,1,B,10,99,G,
565.5,Random player,Insert,4524,1,A,10,100,G,
565.5,,Insert,4526,1,B,9,101,G,
565.5,Random player,Trade,4524,1,A,9,100,,-18
565.5,Random player,Hedge,4524,0,B,9,100.0,,
565.5,,Insert,4527,1,A,9,99,G,
565.5,Extorter,Trade,4523,1,B,9,99,,-18
565.5,Extorter,Hedge,4523,0,A,9,100.0,,
565.75,Extorter,Cancel,4523,,,-1,,,
565.75,Extorter,Cancel,4524,,,-10,,,
565.75,Random player,Cancel,4523,,,-10,,,
565.75,Random player,Cancel,4524,,,-1,,,
565.75,Extorter,Insert,4525,1,B,10,100,G,
565.75,Extorter,Insert,4526,1,A,10,101,G,
565.75,Random player,Insert,4525,1,B,10,99,G,
565.75,Random player,Insert,4526,1,A,10,100,G,
565.75,Extorter,Trade,4525,1,B,10,100,,-20
565.75,Extorter,Hedge,4525,0,A,10,100.0,,
565.75,Random player,Trade,4526,1,A,10,100,,40
565.75,Random player,Hedge,4526,0,B,10,100.0,,
565.75,,Insert,4528,1,B,9,101,G,
565.75,Extorter,Trade,4526,1,A,9,101,,-18
565.75,Extorter,Hedge,4526,0,B,9,100.0,,
565.75,,Insert,4529,1,A,9,99,G,
565.75,Random player,Trade,4525,1,B,9,99,,-18
565.75,Random player,Hedge,4525,0,A,9,100.0,,
566.0,,Insert,4530,1,B,9,101,G,
566.0,Extorter,Trade,4526,1,A,1,101,,-2
566.0,Extorter,Hedge,4526,0,B,1,100.0,,
566.0,,Insert,4531,1,A,9,99,G,
566.0,Random player,Trade,4525,1,B,1,99,,-2
566.0,Random player,Hedge,4525,0,A,1,100.0,,
566.016,Extorter,Insert,4527,1,B,10,99,G,
566.016,Extorter,Insert,4528,1,A,10,101,G,
566.016,Random player,Insert,4527,1,B,10,100,G,
566.016,Random player,Insert,4528,1,A,10,101,G,
566.25,Extorter,Cancel,4527,,,-10,,,
566.25,Extorter,Cancel,4528,,,-10,,,
566.25,Extorter,Insert,4529,1,B,10,99,G,
566.25,Extorter,Insert,4530,1,A,10,100,G,
566.25,Random player,Trade,4527,1,B,10,100,,-20
566.25,Random player,Hedge,4527,0,A,10,100.0,,
566.25,Extorter,Trade,4530,1,A,10,100,,40
566.25,Extorter,Hedge,4530,0,B,10,100.0,,
566.25,Random player,Cancel,4528,,,-10,,,
566.25,Random player,Insert,4529,1,B,10,99,G,
566.25,Random player,Insert,4530,1,A,10,100,G,
566.25,,Insert,4532,1,B,9,101,G,
566.25,Random player,Trade,4530,1,A,9,100,,-18
566.25,Random player,Hedge,4530,0,B,9,100.0,,
566.25,,Insert,4533,1,A,9,99,G,
566.25,Extorter,Trade,4529,1,B,9,99,,-18
566.25,Extorter,Hedge,4529,0,A,9,100.0,,
566.5,,Insert,4534,1,B,9,101,G,
566.5,Random player,Trade,4530,1,A,1,100,,-2
566.5,Random player,Hedge,4530,0,B,1,100.0,,
566.5,,Insert,4535,1,A,9,99,G,
566.5,Extorter,Trade,4529,1,B,1,99,,-2
566.5,Extorter,Hedge,4529,0,A,1,100.0,,
566.516,Random player,Cancel,4529,,,-10,,,
566.516,Random player,Insert,4531,1,B,10,99,G,
566.516,Extorter,Insert,4531,1,B,10,99,G,
566.516,Extorter,Insert,4532,1,A,10,101,G,
566.516,Random player,Insert,4532,1,A,10,100,G,
566.75,Extorter,Cancel,4531,,,-10,,,
566.75,Extorter,Cancel,4532,,,-10,,,
566.75,Random player,Cancel,4531,,,-10,,,
566.75,Random player,Cancel,4532,,,-10,,,
566.75,Random player,Insert,4533,1,B,10,99,G,
566.75,Extorter,Insert,4533,1,B,10,100,G,
566.75,Extorter,Insert,4534,1,A,10,101,G,
566.75,Random player,Insert,4534,1,A,10,100,G,
566.75,Extorter,Trade,4533,1,B,10,100,,-20
566.75,Extorter,Hedge,4533,0,A,10,100.0,,
566.75,Random player,Trade,4534,1,A,10,100,,40
566.75,Random player,Hedge,4534,0,B,10,100.0,,
566.75,,Insert,4536,1,B,9,101,G,
566.75,Extorter,Trade,4534,1,A,9,101,,-18
566.75,Extorter,Hedge,4534,0,B,9,100.0,,
566.75,,Insert,4537,1,A,9,99,G,
566.75,Random player,Trade,4533,1,B,9,99,,-18
566.75,Random player,Hedge,4533,0,A,9,100.0,,
567.0,Random player,Cancel,4533,,,-1,,,
567.0,Extorter,Cancel,4534,,,-1,,,
567.0,Extorter,Insert,4535,1,B,10,100,G,
567.0,Extorter,Insert,4536,1,A,10,101,G,
567.0,Random player,Insert,4535,1,B,10,100,G,
567.0,Random player,Insert,4536,1,A,10,101,G,
567.0,,Insert,4538,1,B,9,101,G,
567.0,Extorter,Trade,4536,1,A,9,101,,-18
567.0,Extorter,Hedge,4536,0,B,9,100.0,,
567.0,,Insert,4539,1,A,9,99,G,
567.0,Extorter,Trade,4535,1,B,9,100,,-18
567.0,Extorter,Hedge,4535,0,A,9,100.0,,
567.25,Extorter,Cancel,4535,,,-1,,,
567.25,Extorter,Cancel,4536,,,-1,,,
567.25,Random player,Cancel,4535,,,-10,,,
567.25,Random player,Cancel,4536,,,-10,,,
567.25,Extorter,Insert,4537,1,B,10,99,G,
567.25,Extorter,Insert,4538,1,A,10,101,G,
567.25,Random player,Insert,4537,1,B,10,99,G,
567.25,Random player,Insert,4538,1,A,10,101,G,
567.25,,Insert,4540,1,B,9,101,G,
567.25,Extorter,Trade,4538,1,A,9,101,,-18
567.25,Extorter,Hedge,4538,0,B,9,100.0,,
567.25,,Insert,4541,1,A,9,99,G,
567.25,Extorter,Trade,4537,1,B,9,99,,-18
567.25,Extorter,Hedge,4537,0,A,9,100.0,,
567.5,,Insert,4542,1,B,9,101,G,
567.5,Extorter,Trade,4538,1,A,1,101,,-2
567.5,Extorter,Hedge,4538,0,B,1,100.0,,
567.5,Random player,Trade,4538,1,A,8,101,,-16
567.5,Random player,Hedge,4538,0,B,8,100.0,,
567.5,,Insert,4543,1,A,9,99,G,
567.5,Extorter,Trade,4537,1,B,1,99,,-2
567.5,Extorter,Hedge,4537,0,A,1,100.0,,
567.5,Random player,Trade,4537,1,B,8,99,,-16
567.5,Random player,Hedge,4537,0,A,8,100.0,,
567.516,Random player,Cancel,4537,,,-2,,,
567.516,Random player,Cancel,4538,,,-2,,,
567.516,Random player,Insert,4539,1,B,10,100,G,
567.516,Random player,Insert,4540,1,A,10,101,G,
567.516,Extorter,Insert,4539,1,B,10,99,G,
567.516,Extorter,Insert,4540,1,A,10,101,G,
567.75,,Insert,4544,1,B,9,101,G,
567.75,Random player,Trade,4540,1,A,9,101,,-18
567.75,Random player,Hedge,4540,0,B,9,100.0,,
567.75,,Insert,4545,1,A,9,99,G,
567.75,Random player,Trade,4539,1,B,9,100,,-18
567.75,Random player,Hedge,4539,0,A,9,100.0,,
567.766,Random player,Cancel,4539,,,-1,,,
567.766,Random player,Cancel,4540,,,-1,,,
567.766,Extorter,Cancel,4539,,,-10,,,
567.766,Extorter,Cancel,4540,,,-10,,,
567.766,Extorter,Insert,4541,1,B,10,99,G,
567.766,Extorter,Insert,4542,1,A,10,101,G,
567.766,Random player,Insert,4541,1,B,10,99,G,
567.766,Random player,Insert,4542,1,A,10,100,G,
568.0,Extorter,Cancel,4541,,,-10,,,
568.0,Extorter,Cancel,4542,,,-10,,,
568.0,Extorter,Insert,4543,1,B,10,99,G,
568.0,Extorter,Insert,4544,1,A,10,100,G,
568.0,Random player,Cancel,4541,,,-10,,,
568.0,Random player,Cancel,4542,,,-10,,,
568.0,Random player,Insert,4543,1,B,10,99,G,
568.0,Random player,Insert,4544,1,A,10,101,G,
568.0,,Insert,4546,1,B,9,101,G,
568.0,Extorter,Trade,4544,1,A,9,100,,-18
568.0,Extorter,Hedge,4544,0,B,9,100.0,,
568.0,,Insert,4547,1,A,9,99,G,
568.0,Extorter,Trade,4543,1,B,9,99,,-18
568.0,Extorter,Hedge,4543,0,A,9,100.0,,
568.25,,Insert,4548,1,B,9,101,G,
568.25,Extorter,Trade,4544,1,A,1,100,,-2
568.25,Extorter,Hedge,4544,0,B,1,100.0,,
568.25,Random player,Trade,4544,1,A,8,101,,-16
568.25,Random player,Hedge,4544,0,B,8,100.0,,
568.25,,Insert,4549,1,A,9,99,G,
568.25,Extorter,Trade,4543,1,B,1,99,,-2
568.25,Extorter,Hedge,4543,0,A,1,100.0,,
568.25,Random player,Trade,4543,1,B,8,99,,-16
568.25,Random player,Hedge,4543,0,A,8,100.0,,
568.266,Random player,Cancel,4543,,,-2,,,
568.266,Random player,Cancel,4544,,,-2,,,
568.266,Extorter,Insert,4545,1,B,10,99,G,
568.266,Extorter,Insert,4546,1,A,10,101,G,
568.266,Random player,Insert,4545,1,B,10,99,G,
568.266,Random player,Insert,4546,1,A,10,101,G,
568.5,Random player,Cancel,4545,,,-10,,,
568.5,Random player,Cancel,4546,,,-10,,,
568.5,Extorter,Cancel,4545,,,-10,,,
568.5,Extorter,Cancel,4546,,,-10,,,
568.5,Extorter,Insert,4547,1,B,10,99,G,
568.5,Extorter,Insert,4548,1,A,10,100,G,
568.5,Random player,Insert,4547,1,B,10,99,G,
568.5,Random player,Insert,4548,1,A,10,100,G,
568.5,,Insert,4550,1,B,9,101,G,
568.5,Extorter,Trade,4548,1,A,9,100,,-18
568.5,Extorter,Hedge,4548,0,B,9,100.0,,
568.5,,Insert,4551,1,A,9,99,G,
568.5,Extorter,Trade,4547,1,B,9,99,,-18
568.5,Extorter,Hedge,4547,0,A,9,100.0,,
568.75,,Insert,4552,1,B,9,101,G,
568.75,Extorter,Trade,4548,1,A,1,100,,-2
568.75,Extorter,Hedge,4548,0,B,1,100.0,,
568.75,Random player,Trade,4548,1,A,8,100,,-16
568.75,Random player,Hedge,4548,0,B,8,100.0,,
568.75,,Insert,4553,1,A,9,99,G,
568.75,Extorter,Trade,4547,1,B,1,99,,-2
568.75,Extorter,Hedge,4547,0,A,1,100.0,,
568.75,Random player,Trade,4547,1,B,8,99,,-16
568.75,Random player,Hedge,4547,0,A,8,100.0,,
568.766,Random player,Cancel,4547,,,-2,,,
568.766,Random player,Cancel,4548,,,-2,,,
568.766,Extorter,Insert,4549,1,B,10,99,G,
568.766,Extorter,Insert,4550,1,A,10,101,G,
568.766,Random player,Insert,4549,1,B,10,100,G,
568.766,Random player,Insert,4550,1,A,10,101,G,
569.0,,Insert,4554,1,B,9,101,G,
569.0,Extorter,Trade,4550,1,A,9,101,,-18
569.0,Extorter,Hedge,4550,0,B,9,100.0,,
569.0,,Insert,4555,1,A,9,99,G,
569.0,Random player,Trade,4549,1,B,9,100,,-18
569.0,Random player,Hedge,4549,0,A,9,100.0,,
569.016,Random player,Cancel,4549,,,-1,,,
569.016,Random player,Cancel,4550,,,-10,,,
569.016,Extorter,Cancel,4549,,,-10,,,
569.016,Extorter,Cancel,4550,,,-1,,,
569.016,Extorter,Insert,4551,1,B,10,100,G,
569.016,Random player,Insert,4551,1,B,10,99,G,
569.016,Random player,Insert,4552,1,A,10,100,G,
569.016,Extorter,Trade,4551,1,B,10,100,,-20
569.016,Extorter,Hedge,4551,0,A,10,100.0,,
569.016,Random player,Trade,4552,1,A,10,100,,40
569.016,Random player,Hedge,4552,0,B,10,100.0,,
569.016,Extorter,Insert,4552,1,A,10,101,G,
569.25,Random player,Cancel,4551,,,-10,,,
569.25,Extorter,Cancel,4552,,,-10,,,
569.25,Extorter,Insert,4553,1,B,10,99,G,
569.25,Extorter,Insert,4554,1,A,10,101,G,
569.25,Random player,Insert,4553,1,B,10,99,G,
569.25,Random player,Insert,4554,1,A,10,101,G,
569.25,,Insert,4556,1,B,9,101,G,
569.25,Extorter,Trade,4554,1,A,9,101,,-18
569.25,Extorter,Hedge,4554,0,B,9,100.0,,
569.25,,Insert,4557,1,A,9,99,G,
569.25,Extorter,Trade,4553,1,B,9,99,,-18
569.25,Extorter,Hedge,4553,0,A,9,100.0,,
569.5,Extorter,Cancel,4553,,,-1,,,
569.5,Extorter,Cancel,4554,,,-1,,,
569.5,Random player,Cancel,4553,,,-10,,,
569.5,Random player,Cancel,4554,,,-10,,,
569.5,Extorter,Insert,4555,1,B,10,99,G,
569.5,Extorter,Insert,4556,1,A,10,101,G,
569.5,Random player,Insert,4555,1,B,10,100,G,
569.5,Random player,Insert,4556,1,A,10,101,G,
569.5,,Insert,4558,1,B,9,101,G,
569.5,Extorter,Trade,4556,1,A,9,101,,-18
569.5,Extorter,Hedge,4556,0,B,9,100.0,,
569.5,,Insert,4559,1,A,9,99,G,
569.5,Random player,Trade,4555,1,B,9,100,,-18
569.5,Random player,Hedge,4555,0,A,9,100.0,,
569.75,,Insert,4560,1,B,9,101,G,
569.75,Extorter,Trade,4556,1,A,1,101,,-2
569.75,Extorter,Hedge,4556,0,B,1,100.0,,
569.75,Random player,Trade,4556,1,A,8,101,,-16
569.75,Random player,Hedge,4556,0,B,8,100.0,,
569.75,,Insert,4561,1,A,9,99,G,
569.75,Random player,Trade,4555,1,B,1,100,,-2
569.75,Random player,Hedge,4555,0,A,1,100.0,,
569.75,Extorter,Trade,4555,1,B,8,99,,-16
569.75,Extorter,Hedge,4555,0,A,8,100.0,,
569.766,Random player,Cancel,4556,,,-2,,,
569.766,Extorter,Cancel,4555,,,-2,,,
569.766,Extorter,Insert,4557,1,B,10,99,G,
569.766,Random player,Insert,4557,1,B,10,100,G,
569.766,Random player,Insert,4558,1,A,10,101,G,
569.766,Extorter,Insert,4558,1,A,10,101,G,
570.0,Extorter,Cancel,4557,,,-10,,,
570.0,Extorter,Cancel,4558,,,-10,,,
570.0,Random player,Cancel,4557,,,-10,,,
570.0,Random player,Cancel,4558,,,-10,,,
570.0,Extorter,Insert,4559,1,B,10,99,G,
570.0,Extorter,Insert,4560,1,A,10,100,G,
570.0,Random player,Insert,4559,1,B,10,99,G,
570.0,Random player,Insert,4560,1,A,10,100,G,
570.0,,Insert,4562,1,B,9,101,G,
570.0,Extorter,Trade,4560,1,A,9,100,,-18
570.0,Extorter,Hedge,4560,0,B,9,100.0,,
570.0,,Insert,4563,1,A,9,99,G,
570.0,Extorter,Trade,4559,1,B,9,99,,-18
570.0,Extorter,Hedge,4559,0,A,9,100.0,,
570.25,,Insert,4564,1,B,9,101,G,
570.25,Extorter,Trade,4560,1,A,1,100,,-2
570.25,Extorter,Hedge,4560,0,B,1,100.0,,
570.25,Random player,Trade,4560,1,A,8,100,,-16
570.25,Random player,Hedge,4560,0,B,8,100.0,,
570.25,,Insert,4565,1,A,9,99,G,
570.25,Extorter,Trade,4559,1,B,1,99,,-2
570.25,Extorter,Hedge,4559,0,A,1,100.0,,
570.25,Random player,Trade,4559,1,B,8,99,,-16
570.25,Random player,Hedge,4559,0,A,8,100.0,,
570.266,Random player,Cancel,4559,,,-2,,,
570.266,Random player,Cancel,4560,,,-2,,,
570.266,Extorter,Insert,4561,1,B,10,99,G,
570.266,Extorter,Insert,4562,1,A,10,101,G,
570.266,Random player,Insert,4561,1,B,10,99,G,
570.266,Random player,Insert,4562,1,A,10,101,G,
570.5,Extorter,Cancel,4561,,,-10,,,
570.5,Extorter,Cancel,4562,,,-10,,,
570.5,Random player,Cancel,4561,,,-10,,,
570.5,Random player,Cancel,4562,,,-10,,,
570.5,Random player,Insert,4563,1,B,10,100,G,
570.5,Extorter,Insert,4563,1,B,10,99,G,
570.5,Extorter,Insert,4564,1,A,10,100,G,
570.5,Random player,Trade,4563,1,B,10,100,,-20
570.5,Random player,Hedge,4563,0,A,10,100.0,,
570.5,Extorter,Trade,4564,1,A,10,100,,40
570.5,Extorter,Hedge,4564,0,B,10,100.0,,
570.5,Random player,Insert,4564,1,A,10,101,G,
570.5,,Insert,4566,1,B,9,101,G,
570.5,Random player,Trade,4564,1,A,9,101,,-18
570.5,Random player,Hedge,4564,0,B,9,100.0,,
570.5,,Insert,4567,1,A,9,99,G,
570.5,Extorter,Trade,4563,1,B,9,99,,-18
570.5,Extorter,Hedge,4563,0,A,9,100.0,,
570.75,,Insert,4568,1,B,9,101,G,
570.75,Random player,Trade,4564,1,A,1,101,,-2
570.75,Random player,Hedge,4564,0,B,1,100.0,,
570.75,,Insert,4569,1,A,9,99,G,
570.75,Extorter,Trade,4563,1,B,1,99,,-2
570.75,Extorter,Hedge,4563,0,A,1,100.0,,
570.766,Extorter,Insert,4565,1,B,10,99,G,
570.766,Extorter,Insert,4566,1,A,10,100,G,
570.766,Random player,Insert,4565,1,B,10,99,G,
